ECLI_code,id_text,length,ttr,text,key_words,text_key_words
,136,,,,"draagkracht, kinderalimentatie, kind, ouder, onderhoudsplicht, leeftijd, levensonderhoud, onderhoudsbijdrage, behoefte, moreel",
,137,,,,"bijlag, procesinleiding, dossier, uitlevering, verwijdering, detentie, voorzieningenrechter, minister, incidentelen, afwijzing",
,138,,,,"beroepsfout, inschrijver, begaan, aanbestedend, aanbestedingsvoorwaarden, ernstig, uitsluiting, evenredigheidsbeginsel, opdracht, dienst",
,139,,,,"reactie, beknopt, volmacht, procederen, element, rechtvaardigen, tevens, omvang, nieuw, beperken",
,140,,,,"detentieomstandigheden, cel, garantie, leefruimte, schending, uitlevering, detineren, persoonlijk, gevangenis, overbevolking",
niet-ontvankelijk,141,92,65.217,"Uitspraak
HOGE RAAD DER NEDERLANDEN

CIVIELE KAMER

Nummer 25/02805

Datum 21 november 2025

BESCHIKKING

In de zaak van

[verzoekster],

wonende te [woonplaats],

VERZOEKSTER tot cassatie,

hierna: verzoekster,

tegen

[verweerder],

wonende te [woonplaats].

1. Procesverloop
Voor het verloop van het geding in feitelijke instanties verwijst de Hoge Raad naar:

a. de beschikking in de zaak C/15/336672 / FA RK 23-651 van de rechtbank Noord-Holland van 20 maart 2024;

b. de beschikking in de zaak 200.342.599/01 van het gerechtshof Amsterdam van 17 december 2024.

Verzoekster heeft tegen de beschikking van het hof beroep in cassatie ingesteld.

De conclusie van de Advocaat-Generaal G.R.B. van Peursem strekt tot niet-ontvankelijkverklaring van verzoekster in haar cassatieberoep.

2. Beoordeling van de ontvankelijkheid
Het cassatieberoep is niet ingesteld op de in art. 397 lid 1 Rv voorgeschreven wijze, te weten door indiening van een procesinleiding langs elektronische weg. Ook is de procesinleiding niet, zoals vereist door art. 426a lid 1 Rv, ondertekend door een advocaat bij de Hoge Raad. Deze verzuimen konden worden hersteld door dezelfde procesinleiding met inachtneming van de vereisten van de art. 397 lid 1 en 426a lid 1 Rv opnieuw in te dienen. Verzoekster heeft evenwel geen gebruik gemaakt van de mogelijkheid om de verzuimen binnen twee weken te herstellen. Dit brengt mee dat zij in haar beroep niet ontvankelijk is. De door verzoekster aangevoerde omstandigheid dat zij niet erin is geslaagd een advocaat bij de Hoge Raad bereid te vinden de procesinleiding te ondertekenen en in te dienen, maakt dit niet anders. 1

3. Beslissing
De Hoge Raad verklaart verzoekster niet-ontvankelijk in haar beroep.

Deze beschikking is gegeven door de raadsheren H.M. Wattendorff, als voorzitter, F.J.P. Lock en K. Teuben, en in het openbaar uitgesproken door de raadsheer A.E.B. ter Heide op 21 november 2025.

1. Vgl. HR 11 november 2022, ECLI:NL:HR:2022:1605 en HR 21 oktober 2022, ECLI:NL:HR:2022:1540.","procesinleiding, verzuimen, herstellen, elektronisch, niet-ontvankelijkverklaring, ontvankelijkheid, indiening, voorschrijven, ontvankelijk, bereid","procesinleiding, verzuimen, herstellen, elektronisch, niet-ontvankelijkverklaring, ontvankelijkheid, indiening, voorschrijven, ontvankelijk, bereid
Uitspraak
HOGE RAAD DER NEDERLANDEN

CIVIELE KAMER

Nummer 25/02805

Datum 21 november 2025

BESCHIKKING

In de zaak van

[verzoekster],

wonende te [woonplaats],

VERZOEKSTER tot cassatie,

hierna: verzoekster,

tegen

[verweerder],

wonende te [woonplaats].

1. Procesverloop
Voor het verloop van het geding in feitelijke instanties verwijst de Hoge Raad naar:

a. de beschikking in de zaak C/15/336672 / FA RK 23-651 van de rechtbank Noord-Holland van 20 maart 2024;

b. de beschikking in de zaak 200.342.599/01 van het gerechtshof Amsterdam van 17 december 2024.

Verzoekster heeft tegen de beschikking van het hof beroep in cassatie ingesteld.

De conclusie van de Advocaat-Generaal G.R.B. van Peursem strekt tot niet-ontvankelijkverklaring van verzoekster in haar cassatieberoep.

2. Beoordeling van de ontvankelijkheid
Het cassatieberoep is niet ingesteld op de in art. 397 lid 1 Rv voorgeschreven wijze, te weten door indiening van een procesinleiding langs elektronische weg. Ook is de procesinleiding niet, zoals vereist door art. 426a lid 1 Rv, ondertekend door een advocaat bij de Hoge Raad. Deze verzuimen konden worden hersteld door dezelfde procesinleiding met inachtneming van de vereisten van de art. 397 lid 1 en 426a lid 1 Rv opnieuw in te dienen. Verzoekster heeft evenwel geen gebruik gemaakt van de mogelijkheid om de verzuimen binnen twee weken te herstellen. Dit brengt mee dat zij in haar beroep niet ontvankelijk is. De door verzoekster aangevoerde omstandigheid dat zij niet erin is geslaagd een advocaat bij de Hoge Raad bereid te vinden de procesinleiding te ondertekenen en in te dienen, maakt dit niet anders. 1

3. Beslissing
De Hoge Raad verklaart verzoekster niet-ontvankelijk in haar beroep.

Deze beschikking is gegeven door de raadsheren H.M. Wattendorff, als voorzitter, F.J.P. Lock en K. Teuben, en in het openbaar uitgesproken door de raadsheer A.E.B. ter Heide op 21 november 2025.

1. Vgl. HR 11 november 2022, ECLI:NL:HR:2022:1605 en HR 21 oktober 2022, ECLI:NL:HR:2022:1540."
,142,,,,"fusie, statutair, instemming, indexering, nietig, pensioen, rechtshandeling, pensioenaanspraken, reserve, financieel",
,143,,,,"garnaal, container, garnalentransacties, klant, bestelling, werkwijze, voorfinancieren, realiseren, transactie, verlies",
,144,,,,"verwerpen, vermeerderen, rente, verschot, salaris, beoordelen, voldoen, vernietiging, begroten, veroordelen",
,145,,,,"vermeerderen, rente, verschot, salaris, beoordelen, voldoen, vernietiging, begroten, veroordelen, verwerpen",
,146,,,,"huurder, verhuurder, verschot, salaris, beoordelen, vernietiging, begroten, veroordelen, verwerpen, eenheid",
,147,,,,"vorderingsrechten, subsidie, aard, overdraagbaar, overdracht, persoonlijk, onoverdraagbaar, vorderingsrecht, schuldeiser, hoofd",
,148,,,,"vermeerderen, rente, verschot, salaris, beoordelen, voldoen, vernietiging, begroten, veroordelen, verwerpen",
,149,,,,"erfpacht, canon, erfpachtrecht, eeuwigdurend, erfpachter, grondwaarde, canonherzieningsbeding, nieuw, tijdvak, herziening",
,150,,,,"koper, woning, makelaar, medevennoot, vermeerderen, rente, verschot, salaris, beoordelen, voldoen",
,151,,,,"psychiater, medisch, verklaring, opstellen, onafhankelijk, tweemaal, zorg, meebrengen, zorgmachtiging, onderzoek",
,152,,,,"vermeerderen, rente, verschot, salaris, beoordelen, voldoen, vernietiging, begroten, veroordelen, verwerpen",
,153,,,,"ongelijk, rechtsbedeling, advocatuur, deel, verschil, gebied, burgerlijk, toelating, objectief, cassatierechtspraak",
,154,,,,"compenseren, beoordelen, vernietiging, verwerpen, eenheid, ontwikkeling, wijzen, motiveren, rechtdoen, rechtens",
,155,,,,"kantoorhoudende, faillissement, rechter-commissaris, nihil, beoordelen, vernietiging, begroten, veroordelen, verwerpen, eenheid",
,156,,,,"aandeel, draagkracht, waardering, huwelijksgoederengemeenschap, dubbeltelling, dividenduitkering, inkomen, alimentatieplichtige, inkomst, bedrag",
,157,,,,"geheim, beoordelen, vernietiging, verwerpen, eenheid, ontwikkeling, motiveren, rechtbankvonnis, rechtelijk, rechtens",
,158,,,,"incidentelen, verbeteren, vermeerderen, rente, salaris, voldoen, begroten, veroordelen, verwerpen, concluderen",
,159,,,,"onroerend, waarde, inbrengen, bedrijfsopvolgingsrechtspraak, belegging, gift, schenking, overnamebeding, woonhuis, ondernemingsvermogen",
,160,,,,"chauffeur, opdrachtgever, arbeidsovereenkomst, ondernemerschap, werker, werkgever, cao-bepalingen, werkzaamheid, ondernemer, verbinden",
,161,,,,"incidentelen, plaatsvervangen, vernietiging, concluderen, letten, voorwaarde, behandeling, vermeerderen, rente, verschot",
,162,,,,"toelatingsverzoek, schuld, trouw, schuldsaneringsregeling, onbetalen, indiening, goed, toelating, omstandigheid, stelling",
,163,,,,"hulpmiddel, huid, lijmrestverwijderaars, verzekeren, prestatie, stomaplak, stomapatiënt, verwijderen, lijmrestverwijderaar, functie",
,164,,,,"zorg, zorgmachtiging, verplichten, noodsituatie, noodzakelijk, diagnostiek, toepassen, instelling, zorgverantwoordelijke, gegeven",
,165,,,,"beoordelen, vernietiging, verwerpen, eenheid, ontwikkeling, motiveren, rechtbankvonnis, rechtdoen, rechtelijk, rechtens",
,166,,,,"verschot, afzonderlijk, salaris, begroten, beoordelen, vernietiging, veroordelen, verwerpen, eenheid, ontwikkeling",
,167,,,,"beurspromovendi, arbeidsovereenkomst, ambtenaar, aanstelling, experiment, ambtelijk, werknemer, promotieonderzoek, promotiestudent, burgerlijk",
,168,,,,"verzoek, watergraafsmeer, incidentelen, rolbeslissing, vermeerderen, rente, salaris, voldoen, begroten, veroordelen",
,169,,,,"horen, zitting, zorgmachtiging, bereidheid, psycholoog, bereid, mondeling, behandeling, verwachten, verblijfplaats",
,170,,,,"bewindvoerder, kinderalimentatie, draagkracht, minderjarig, verslag, productie, vermogen, perceel, overleggen, schuld",
,171,,,,"vermeerderen, rente, verschot, salaris, beoordelen, voldoen, vernietiging, begroten, veroordelen, verwerpen",
,172,,,,"vermeerderen, rente, verschot, salaris, beoordelen, voldoen, vernietiging, begroten, veroordelen, verwerpen",
compenseren,173,523,51.833,"Uitspraak
HOGE RAAD DER NEDERLANDEN

CIVIELE KAMER

Nummer 24/01596

Datum 14 februari 2025

BESCHIKKING

In de zaak van

[de man],

wonende te [woonplaats],

VERZOEKER tot cassatie, verweerder in het (deels voorwaardelijke) incidentele cassatieberoep,

hierna: de man,

advocaat: H.J.W. Alt,

tegen

[de vrouw],

wonende te [woonplaats],

VERWEERSTER in cassatie, verzoekster in het (deels voorwaardelijke) incidentele cassatieberoep,

hierna: de vrouw,

advocaat: C.G.A. van Stratum.

1. Procesverloop
Voor het verloop van het geding in feitelijke instanties verwijst de Hoge Raad naar:

a. de beschikkingen in de zaken C/17/177848 / FA RK 21-331 en C/17/179926 FA RK 21-884 van de rechtbank Noord-Nederland van 13 augustus 2021 en 29 augustus 2022;

b. de beschikking in de zaken 200.318.748/01 en 200.318.749/01 van het gerechtshof Arnhem-Leeuwarden van 23 januari 2024.

De man heeft tegen de beschikking van het hof beroep in cassatie ingesteld.

De vrouw heeft (deels voorwaardelijk) incidenteel cassatieberoep ingesteld.

Partijen hebben over en weer geconcludeerd tot verwerping van het beroep.

De conclusie van de Advocaat-Generaal F. Ibili strekt tot vernietiging en verwijzing in het principale cassatieberoep en tot verwerping in het incidentele cassatieberoep.

2. Uitgangspunten en feiten
2.1. In cassatie kan van het volgende worden uitgegaan.

(i) De man en de vrouw zijn op 28 september 1991 met elkaar gehuwd onder het maken van huwelijkse voorwaarden. In de huwelijkse voorwaarden is, voor zover in cassatie van belang, het volgende bepaald:

“Gemeenschap van inboedel

Artikel 1

De echtgenoten zijn gehuwd in gemeenschap van inboedel; elke andere gemeenschap van goederen is tussen hen uitgesloten.

(...)

Vergoedingen

Artikel 6

De echtgenoten zijn, voor zover niet anders bepaald, verplicht aan elkaar te vergoeden hetgeen aan het vermogen van de ene echtgenoot is onttrokken ten bate van de andere echtgenoot, ten bedrage van of naar de waarde ten dage van de onttrekking. Deze vergoedingen zijn terstond opeisbaar.

(...)

Verrekening van inkomsten

Artikel 11

De echtgenoten verplichten zich over elk kalenderjaar hetgeen van hun netto-inkomsten uit arbeid in de zin van artikel 8, onder aftrek van hetgeen daarvan is besteed voor de gemeenschappelijke huishouding, overblijft onderling te verrekenen in die zin, dat de ene echtgenoot een vordering verkrijgt op de andere echtgenoot ten bedrage van de helft van het aan diens zijde overblijvende als hiervoor bedoeld. (…)

(...)

Afrekening aan het einde van het huwelijk

Artikel 19

(…)

2. Bij het einde van het huwelijk door echtscheiding, alsmede bij scheiding van tafel en bed zullen de echtgenoten met elkaar afrekenen alsof zij in algehele gemeenschap van goederen gehuwd waren, met inachtneming van hetgeen hierna is bepaald ten aanzien van de pensioenrechten. Buiten de afrekening blijven echter alle aanbrengsten ten huwelijk, al wat krachtens erfrecht of door schenking is verkregen, de opbrengst van een en ander en wat voor een en ander in de plaats is gekomen, alsmede wat klaarblijkelijk onverteerd is gebleven van hetgeen op grond van de jaarlijkse verrekening werd verkregen.

3. (...) De afrekening als in lid 2 bedoeld geschiedt naar de toestand en waarde op de dag waarop de procedure tot echtscheiding of scheiding van tafel en bed aanhangig werd gemaakt.

4. De afrekening blijft achterwege indien het vermogen van een van de echtgenoten of van beiden per saldo negatief is.

(…)”

(ii) Aan de akte van huwelijkse voorwaarden is een lijst van aanbrengsten gehecht, waarvan de tekst, voor zover in cassatie van belang, als volgt luidt:

“door [de man] wordt ten huwelijk aangebracht:

1. alle activa en passiva van de door hem onder de naam (…) te (…) uitgeoefende garagebedrijven, welke activa en passiva blijken uit een door AVM Accountants te (…) opgemaakte balans per 1 januari 1991, welke activa en passiva zullen worden ingebracht in een nog op te richten besloten vennootschap met beperkte aansprakelijkheid;

2. schuld aan [de vrouw] wegens achterstallig salaris over 1990 en 1991 ten bedrage van ƒ 33.000,--

door [de vrouw] wordt ten huwelijk aangebracht:

- renteloze vordering op [de man] wegens geleend geld ten bedrage van ƒ 33.000,--.”

(iii) De man heeft een eenmanszaak gehad (hierna: de eenmanszaak), waarin hij garagebedrijven uitoefende. Bij akte van 26 maart 1992 heeft de man een besloten vennootschap (hierna: de BV) opgericht. Op 1 september 1992 is de akte van inbreng verleden, waarbij de man ter volstorting van de aandelen in de BV de activa en passiva van zijn eenmanszaak heeft ingebracht vanaf 1 januari 1991. Aan de akte van inbreng is de balans van de eenmanszaak van 1 januari 1991 gehecht.

(iv) De aandelen in de BV zijn op 15 november 2013 verkocht en op 19 november 2013 overgedragen aan een derde. De man was tot de verkoop enig aandeelhouder van de BV.

(v) Voorafgaand aan de overdracht van de aandelen heeft de BV op verzoek van de koper een bedrag aan dividend aan de man uitgekeerd.

2.2. In deze door de man ingeleide echtscheidingsprocedure hebben partijen in eerste aanleg verzoeken gedaan met betrekking tot de vermogensrechtelijke afwikkeling van hun huwelijk.

2.3. De rechtbank heeft op de verzoeken van partijen beslist op de wijze zoals weergegeven in de conclusie van de Advocaat-Generaal onder 2.7.

2.4. In hoger beroep heeft de vrouw tevens verzocht om veroordeling van de man tot betaling van een bijdrage in haar levensonderhoud.

2.5. Het hof 1 heeft beslist op de wijze zoals weergegeven in de conclusie van de Advocaat-Generaal onder 2.11.

2.6. Ten aanzien van het geschilpunt aan wie van partijen de opbrengst van de hiervoor in 2.1. onder (iv) bedoelde verkoop van de aandelen in de BV in 2013 toekwam, heeft het hof onder meer als volgt overwogen:

“5.9. Het hof constateert dat waar partijen in de stukken spreken over de verkoopopbrengst

van de onderneming, zij doelen op zowel het dividend dat voorafgaand aan de verkoop is uitgekeerd, als op de koopsom die voor de aandelen van de bv is betaald. Partijen hebben ter zitting toegelicht dat het dividend op verzoek van de koper voorafgaand aan de overdracht van de aandelen is uitgekeerd, zodat dat bedrag niet door de koper hoefde te worden gefinancierd.

5.10
Anders dan de koopsom die voor de aandelen van de bv is betaald, vormt het uitgekeerde dividend geen onderdeel van de verkoopopbrengst, maar betreft dat inkomen, dat op grond van artikel 11 van de huwelijkse voorwaarden tussen partijen had moeten worden verrekend.”

3. Beoordeling van het middel in het principale beroep
3.1. Onderdeel 1.1. van het middel klaagt onder meer dat het hof buiten het debat van partijen is getreden met zijn oordeel in rov. 5.10 dat het uitgekeerde dividend – anders dan de koopsom die voor de aandelen in de BV is betaald – geen onderdeel van de verkoopopbrengst vormt. Zoals het hof in rov. 5.9. heeft overwogen en uit de processtukken ook volgt, zijn beide partijen ervan uitgegaan dat onder de verkoopopbrengst van de BV zowel de koopsom van de aandelen als de dividenduitkering moet worden begrepen, aldus de klacht.

3.2. Deze klacht treft doel. Blijkens de processtukken – kort weergegeven in de conclusie van de Advocaat-Generaal onder 3.5. – heeft zowel de man als de vrouw het standpunt ingenomen dat de dividenduitkering onderdeel vormt van de verkoopopbrengst van de BV, en niet moet worden aangemerkt als inkomen van de man in de zin van art. 11 van de huwelijkse voorwaarden. Het debat tussen partijen met betrekking tot de verkoopopbrengst van de BV zag op de vraag of deze verkoopopbrengst – gevormd door de koopsom die voor de aandelen is betaald én de dividenduitkering – behoort tot het vermogen van de man dat op grond van art. 19 lid 2 van de huwelijkse voorwaarden buiten de finale afrekening blijft. Het stond het hof dan ook niet vrij om in afwijking van dit standpunt van partijen te oordelen dat het uitgekeerde dividend geen onderdeel vormt van de verkoopopbrengst, maar moet worden aangemerkt als te verrekenen inkomen van de man in de zin van art. 11 van de huwelijkse voorwaarden.

3.3. De overige klachten van het middel behoeven geen behandeling.

4. Beoordeling van het middel in het incidentele beroep
De klachten van het middel kunnen niet tot cassatie leiden. De Hoge Raad hoeft niet te motiveren waarom hij tot dit oordeel is gekomen. Bij de beoordeling van deze klachten is het namelijk niet nodig om antwoord te geven op vragen die van belang zijn voor de eenheid of de ontwikkeling van het recht (zie art. 81 lid 1 RO).

5. Beslissing
De Hoge Raad:

in het principale beroep:

- vernietigt de beschikking van het gerechtshof Arnhem-Leeuwarden van 23 januari 2024;

- verwijst het geding naar het gerechtshof ʼs-Hertogenbosch ter verdere behandeling en beslissing;

in het incidentele beroep:

- verwerpt het beroep;

in het principale en het incidentele beroep voorts:

- compenseert de kosten van het geding in cassatie aldus dat iedere partij de eigen kosten draagt.

Deze beschikking is gegeven door de vicepresident M.V. Polak als voorzitter en de raadsheren F.R. Salomons en K. Teuben, en in het openbaar uitgesproken door de raadsheer A.E.B. ter Heide op 14 februari 2025.

1. Gerechtshof Arnhem-Leeuwarden 23 januari 2024, ECLI:NL:GHARL:2024:673.","verkoopopbrengst, aandeel, huwelijks, dividend, huwelijk, uitkeren, afrekening, koopsom, echtgenoten, passiva","verkoopopbrengst, aandeel, huwelijks, dividend, huwelijk, uitkeren, afrekening, koopsom, echtgenoten, passiva
Uitspraak
HOGE RAAD DER NEDERLANDEN

CIVIELE KAMER

Nummer 24/01596

Datum 14 februari 2025

BESCHIKKING

In de zaak van

[de man],

wonende te [woonplaats],

VERZOEKER tot cassatie, verweerder in het (deels voorwaardelijke) incidentele cassatieberoep,

hierna: de man,

advocaat: H.J.W. Alt,

tegen

[de vrouw],

wonende te [woonplaats],

VERWEERSTER in cassatie, verzoekster in het (deels voorwaardelijke) incidentele cassatieberoep,

hierna: de vrouw,

advocaat: C.G.A. van Stratum.

1. Procesverloop
Voor het verloop van het geding in feitelijke instanties verwijst de Hoge Raad naar:

a. de beschikkingen in de zaken C/17/177848 / FA RK 21-331 en C/17/179926 FA RK 21-884 van de rechtbank Noord-Nederland van 13 augustus 2021 en 29 augustus 2022;

b. de beschikking in de zaken 200.318.748/01 en 200.318.749/01 van het gerechtshof Arnhem-Leeuwarden van 23 januari 2024.

De man heeft tegen de beschikking van het hof beroep in cassatie ingesteld.

De vrouw heeft (deels voorwaardelijk) incidenteel cassatieberoep ingesteld.

Partijen hebben over en weer geconcludeerd tot verwerping van het beroep.

De conclusie van de Advocaat-Generaal F. Ibili strekt tot vernietiging en verwijzing in het principale cassatieberoep en tot verwerping in het incidentele cassatieberoep.

2. Uitgangspunten en feiten
2.1. In cassatie kan van het volgende worden uitgegaan.

(i) De man en de vrouw zijn op 28 september 1991 met elkaar gehuwd onder het maken van huwelijkse voorwaarden. In de huwelijkse voorwaarden is, voor zover in cassatie van belang, het volgende bepaald:

“Gemeenschap van inboedel

Artikel 1

De echtgenoten zijn gehuwd in gemeenschap van inboedel; elke andere gemeenschap van goederen is tussen hen uitgesloten.

(...)

Vergoedingen

Artikel 6

De echtgenoten zijn, voor zover niet anders bepaald, verplicht aan elkaar te vergoeden hetgeen aan het vermogen van de ene echtgenoot is onttrokken ten bate van de andere echtgenoot, ten bedrage van of naar de waarde ten dage van de onttrekking. Deze vergoedingen zijn terstond opeisbaar.

(...)

Verrekening van inkomsten

Artikel 11

De echtgenoten verplichten zich over elk kalenderjaar hetgeen van hun netto-inkomsten uit arbeid in de zin van artikel 8, onder aftrek van hetgeen daarvan is besteed voor de gemeenschappelijke huishouding, overblijft onderling te verrekenen in die zin, dat de ene echtgenoot een vordering verkrijgt op de andere echtgenoot ten bedrage van de helft van het aan diens zijde overblijvende als hiervoor bedoeld. (…)

(...)

Afrekening aan het einde van het huwelijk

Artikel 19

(…)

2. Bij het einde van het huwelijk door echtscheiding, alsmede bij scheiding van tafel en bed zullen de echtgenoten met elkaar afrekenen alsof zij in algehele gemeenschap van goederen gehuwd waren, met inachtneming van hetgeen hierna is bepaald ten aanzien van de pensioenrechten. Buiten de afrekening blijven echter alle aanbrengsten ten huwelijk, al wat krachtens erfrecht of door schenking is verkregen, de opbrengst van een en ander en wat voor een en ander in de plaats is gekomen, alsmede wat klaarblijkelijk onverteerd is gebleven van hetgeen op grond van de jaarlijkse verrekening werd verkregen.

3. (...) De afrekening als in lid 2 bedoeld geschiedt naar de toestand en waarde op de dag waarop de procedure tot echtscheiding of scheiding van tafel en bed aanhangig werd gemaakt.

4. De afrekening blijft achterwege indien het vermogen van een van de echtgenoten of van beiden per saldo negatief is.

(…)”

(ii) Aan de akte van huwelijkse voorwaarden is een lijst van aanbrengsten gehecht, waarvan de tekst, voor zover in cassatie van belang, als volgt luidt:

“door [de man] wordt ten huwelijk aangebracht:

1. alle activa en passiva van de door hem onder de naam (…) te (…) uitgeoefende garagebedrijven, welke activa en passiva blijken uit een door AVM Accountants te (…) opgemaakte balans per 1 januari 1991, welke activa en passiva zullen worden ingebracht in een nog op te richten besloten vennootschap met beperkte aansprakelijkheid;

2. schuld aan [de vrouw] wegens achterstallig salaris over 1990 en 1991 ten bedrage van ƒ 33.000,--

door [de vrouw] wordt ten huwelijk aangebracht:

- renteloze vordering op [de man] wegens geleend geld ten bedrage van ƒ 33.000,--.”

(iii) De man heeft een eenmanszaak gehad (hierna: de eenmanszaak), waarin hij garagebedrijven uitoefende. Bij akte van 26 maart 1992 heeft de man een besloten vennootschap (hierna: de BV) opgericht. Op 1 september 1992 is de akte van inbreng verleden, waarbij de man ter volstorting van de aandelen in de BV de activa en passiva van zijn eenmanszaak heeft ingebracht vanaf 1 januari 1991. Aan de akte van inbreng is de balans van de eenmanszaak van 1 januari 1991 gehecht.

(iv) De aandelen in de BV zijn op 15 november 2013 verkocht en op 19 november 2013 overgedragen aan een derde. De man was tot de verkoop enig aandeelhouder van de BV.

(v) Voorafgaand aan de overdracht van de aandelen heeft de BV op verzoek van de koper een bedrag aan dividend aan de man uitgekeerd.

2.2. In deze door de man ingeleide echtscheidingsprocedure hebben partijen in eerste aanleg verzoeken gedaan met betrekking tot de vermogensrechtelijke afwikkeling van hun huwelijk.

2.3. De rechtbank heeft op de verzoeken van partijen beslist op de wijze zoals weergegeven in de conclusie van de Advocaat-Generaal onder 2.7.

2.4. In hoger beroep heeft de vrouw tevens verzocht om veroordeling van de man tot betaling van een bijdrage in haar levensonderhoud.

2.5. Het hof 1 heeft beslist op de wijze zoals weergegeven in de conclusie van de Advocaat-Generaal onder 2.11.

2.6. Ten aanzien van het geschilpunt aan wie van partijen de opbrengst van de hiervoor in 2.1. onder (iv) bedoelde verkoop van de aandelen in de BV in 2013 toekwam, heeft het hof onder meer als volgt overwogen:

“5.9. Het hof constateert dat waar partijen in de stukken spreken over de verkoopopbrengst

van de onderneming, zij doelen op zowel het dividend dat voorafgaand aan de verkoop is uitgekeerd, als op de koopsom die voor de aandelen van de bv is betaald. Partijen hebben ter zitting toegelicht dat het dividend op verzoek van de koper voorafgaand aan de overdracht van de aandelen is uitgekeerd, zodat dat bedrag niet door de koper hoefde te worden gefinancierd.

5.10
Anders dan de koopsom die voor de aandelen van de bv is betaald, vormt het uitgekeerde dividend geen onderdeel van de verkoopopbrengst, maar betreft dat inkomen, dat op grond van artikel 11 van de huwelijkse voorwaarden tussen partijen had moeten worden verrekend.”

3. Beoordeling van het middel in het principale beroep
3.1. Onderdeel 1.1. van het middel klaagt onder meer dat het hof buiten het debat van partijen is getreden met zijn oordeel in rov. 5.10 dat het uitgekeerde dividend – anders dan de koopsom die voor de aandelen in de BV is betaald – geen onderdeel van de verkoopopbrengst vormt. Zoals het hof in rov. 5.9. heeft overwogen en uit de processtukken ook volgt, zijn beide partijen ervan uitgegaan dat onder de verkoopopbrengst van de BV zowel de koopsom van de aandelen als de dividenduitkering moet worden begrepen, aldus de klacht.

3.2. Deze klacht treft doel. Blijkens de processtukken – kort weergegeven in de conclusie van de Advocaat-Generaal onder 3.5. – heeft zowel de man als de vrouw het standpunt ingenomen dat de dividenduitkering onderdeel vormt van de verkoopopbrengst van de BV, en niet moet worden aangemerkt als inkomen van de man in de zin van art. 11 van de huwelijkse voorwaarden. Het debat tussen partijen met betrekking tot de verkoopopbrengst van de BV zag op de vraag of deze verkoopopbrengst – gevormd door de koopsom die voor de aandelen is betaald én de dividenduitkering – behoort tot het vermogen van de man dat op grond van art. 19 lid 2 van de huwelijkse voorwaarden buiten de finale afrekening blijft. Het stond het hof dan ook niet vrij om in afwijking van dit standpunt van partijen te oordelen dat het uitgekeerde dividend geen onderdeel vormt van de verkoopopbrengst, maar moet worden aangemerkt als te verrekenen inkomen van de man in de zin van art. 11 van de huwelijkse voorwaarden.

3.3. De overige klachten van het middel behoeven geen behandeling.

4. Beoordeling van het middel in het incidentele beroep
De klachten van het middel kunnen niet tot cassatie leiden. De Hoge Raad hoeft niet te motiveren waarom hij tot dit oordeel is gekomen. Bij de beoordeling van deze klachten is het namelijk niet nodig om antwoord te geven op vragen die van belang zijn voor de eenheid of de ontwikkeling van het recht (zie art. 81 lid 1 RO).

5. Beslissing
De Hoge Raad:

in het principale beroep:

- vernietigt de beschikking van het gerechtshof Arnhem-Leeuwarden van 23 januari 2024;

- verwijst het geding naar het gerechtshof ʼs-Hertogenbosch ter verdere behandeling en beslissing;

in het incidentele beroep:

- verwerpt het beroep;

in het principale en het incidentele beroep voorts:

- compenseert de kosten van het geding in cassatie aldus dat iedere partij de eigen kosten draagt.

Deze beschikking is gegeven door de vicepresident M.V. Polak als voorzitter en de raadsheren F.R. Salomons en K. Teuben, en in het openbaar uitgesproken door de raadsheer A.E.B. ter Heide op 14 februari 2025.

1. Gerechtshof Arnhem-Leeuwarden 23 januari 2024, ECLI:NL:GHARL:2024:673."
,174,,,,"vooringenomenheid, onpartijdigheid, lid-beroepsgenoot, werkgroep, objectief, tuchtcollege, vrees, wraking, onpartijdig, aanklagen",
